ax,ay,az,gx,gy,gz
0.489,0.680,0.222,-45.740,250.130,-116.000
0.422,0.756,0.309,-57.870,250.130,-115.053
0.507,0.777,0.451,-64.466,250.130,-120.321
0.582,0.817,0.570,-70.420,250.130,-131.069
0.682,0.842,0.589,-80.580,195.366,-142.405
0.768,0.870,0.604,-95.527,161.656,-143.969
0.837,0.842,0.513,-110.939,173.794,-125.947
0.762,0.803,0.553,-124.061,202.031,-105.710
0.636,0.820,0.580,-135.595,232.389,-91.336
0.532,0.801,0.564,-148.305,250.130,-84.420
0.462,0.796,0.559,-157.252,250.130,-80.038
0.417,0.776,0.587,-159.061,250.130,-82.252
0.359,0.846,0.641,-156.481,250.130,-91.824
0.191,0.830,0.721,-152.359,250.130,-104.733
0.073,0.795,0.760,-151.870,240.931,-119.878
0.087,0.795,0.751,-156.115,234.366,-134.595
0.129,0.780,0.751,-158.748,239.733,-142.649
0.170,0.685,0.712,-155.023,250.130,-138.351
0.169,0.647,0.771,-155.015,250.130,-132.229
0.094,0.579,0.781,-156.786,250.130,-126.557
0.090,0.595,0.745,-155.718,250.130,-124.504
0.070,0.569,0.749,-146.313,250.130,-118.756
-0.069,0.529,0.792,-128.168,244.954,-107.321
-0.220,0.551,0.873,-107.588,208.382,-102.878
-0.307,0.490,0.932,-93.443,172.412,-110.191
-0.343,0.445,1.047,-93.489,147.061,-131.420
-0.297,0.438,1.068,-106.557,137.328,-136.908
-0.294,0.477,1.049,-117.649,145.237,-123.893
-0.370,0.492,1.084,-118.092,150.061,-114.153
-0.444,0.483,1.154,-118.244,125.679,-116.389
-0.480,0.408,1.216,-121.924,92.901,-117.870
-0.524,0.332,1.245,-126.237,66.779,-115.740
-0.525,0.400,1.223,-134.313,71.321,-107.885
-0.615,0.456,1.108,-152.634,98.634,-112.145
-0.763,0.310,1.079,-169.748,116.084,-129.237
-0.799,0.173,1.078,-173.351,124.679,-138.527
-0.806,0.151,1.089,-170.939,144.763,-146.466
-0.846,0.245,1.135,-173.198,160.015,-157.405
-0.951,-0.083,1.195,-181.145,158.817,-174.084
-0.859,0.342,0.998,-193.282,149.427,-195.832
-0.742,0.089,0.927,-196.908,168.252,-204.000
-0.786,-0.057,0.842,-191.435,193.069,-203.443
-0.860,-0.141,0.832,-184.550,199.817,-202.427
-0.893,-0.214,0.727,-184.298,205.160,-206.710
-0.861,-0.271,0.666,-178.672,209.878,-211.328
-0.870,-0.303,0.634,-168.794,195.740,-220.794
-0.888,-0.407,0.547,-155.000,188.962,-218.847
-0.839,-0.451,0.519,-139.618,172.901,-212.267
-0.802,-0.560,0.471,-126.542,161.595,-208.580
-0.788,-0.581,0.433,-114.924,165.641,-210.084
-0.817,-0.538,0.403,-104.702,161.718,-209.214
-0.706,-0.593,0.358,-95.298,147.290,-207.313
-0.691,-0.710,0.359,-79.840,135.557,-200.107
-0.664,-0.743,0.403,-65.771,112.069,-192.168
-0.624,-0.809,0.385,-58.763,100.885,-183.267
-0.683,-0.746,0.401,-56.954,98.183,-170.382
-0.702,-0.807,0.325,-57.611,102.847,-166.443
-0.711,-0.841,0.316,-56.336,101.725,-165.427
-0.720,-0.863,0.328,-54.664,88.756,-163.954
-0.711,-0.908,0.330,-53.687,75.748,-161.405
-0.782,-0.941,0.335,-56.206,57.908,-164.466
-0.786,-0.951,0.214,-56.626,48.779,-166.924
-0.830,-0.830,0.136,-58.252,61.382,-171.511
-0.696,-0.869,0.059,-62.924,72.649,-179.618
-0.591,-0.896,0.012,-61.305,92.542,-181.031
-0.541,-0.958,0.056,-58.229,104.107,-180.481
-0.514,-0.925,0.111,-57.328,98.542,-176.489
-0.529,-0.928,0.107,-59.595,81.481,-175.664
-0.450,-0.906,0.079,-65.145,67.832,-180.687
-0.353,-0.897,0.031,-75.397,74.076,-188.183
-0.216,-0.865,-0.047,-93.214,93.840,-190.664
-0.100,-0.854,-0.194,-112.802,114.176,-183.221
-0.036,-0.806,-0.121,-137.634,134.420,-164.931
0.034,-0.837,-0.131,-148.893,142.122,-140.473
0.109,-0.846,-0.247,-154.397,144.176,-121.542
0.212,-0.766,-0.373,-153.069,155.015,-109.344
0.350,-0.662,-0.252,-141.527,146.328,-96.076
0.410,-0.703,-0.155,-123.878,111.504,-68.145
0.263,-0.796,-0.293,-111.176,37.588,-24.023
0.002,-0.871,-0.330,-103.427,-46.076,14.084
-0.207,-1.009,-0.250,-91.145,-105.511,37.328
-0.266,-0.909,-0.461,-83.840,-95.771,43.550
-0.264,-0.888,-0.297,-72.206,-73.832,35.786
-0.147,-0.868,-0.300,-61.748,-39.947,23.634
-0.196,-0.800,-0.279,-50.008,-36.802,15.145
-0.268,-0.805,-0.177,-39.863,-81.244,17.336
-0.245,-0.816,-0.227,-20.038,-111.008,22.130
-0.252,-0.907,-0.251,-0.191,-110.191,22.550
-0.271,-0.903,-0.234,11.046,-122.687,19.878
-0.305,-0.899,-0.233,19.198,-154.634,24.687
-0.327,-0.865,-0.237,24.336,-167.405,33.038
-0.300,-0.896,-0.195,24.473,-171.672,44.405
-0.177,-0.905,-0.091,20.504,-182.397,59.214
-0.161,-0.901,-0.053,8.687,-196.878,74.603
-0.247,-0.907,-0.090,-13.298,-202.939,87.374
-0.431,-0.894,-0.167,-36.382,-210.672,99.244
-0.537,-0.887,-0.213,-54.351,-217.588,107.107
-0.565,-0.840,-0.203,-66.649,-241.321,115.153
-0.609,-0.776,-0.306,-76.832,-250.137,126.206
-0.551,-0.651,-0.309,-84.496,-222.687,136.511
-0.474,-0.685,-0.223,-84.893,-167.198,134.740
-0.607,-0.692,-0.144,-84.824,-115.504,121.115
-1.083,-0.612,-0.236,-104.153,-87.977,107.084
-1.229,-0.748,-0.444,-131.069,-38.664,73.427
-0.959,-0.724,-0.494,-151.206,34.817,24.557
-0.687,-0.608,-0.482,-168.153,92.603,-15.931
-0.420,-0.579,-0.470,-172.069,81.840,-28.282
-0.362,-0.562,-0.422,-158.603,7.611,-14.809
-0.304,-0.456,-0.522,-141.321,-80.489,12.832
-0.387,-0.450,-0.454,-122.603,-149.450,44.779
-0.346,-0.358,-0.445,-106.718,-153.481,59.267
-0.511,-0.416,-0.643,-94.779,-155.366,58.931
-0.639,-0.469,-0.661,-92.473,-165.611,59.328
-0.581,-0.386,-0.561,-87.015,-162.977,53.618
-0.560,-0.316,-0.581,-74.931,-130.786,22.107
-0.593,-0.427,-0.483,-59.351,-131.802,-19.046
-0.566,-0.439,-0.394,-41.718,-204.550,-45.427
-0.559,-0.319,-0.391,-19.427,-250.137,-54.038
-0.732,-0.347,-0.401,12.802,-250.137,-50.969
-0.882,-0.462,-0.398,53.740,-250.137,-51.206
-0.911,-0.500,-0.376,94.450,-250.137,-63.534
-0.888,-0.563,-0.324,124.374,-250.137,-71.069
-0.743,-0.606,-0.234,145.359,-250.137,-67.374
-0.578,-0.628,-0.102,164.771,-250.137,-55.664
-0.530,-0.594,0.085,178.031,-250.137,-39.229
-0.490,-0.477,0.322,186.824,-250.137,-21.076
-0.393,-0.447,0.436,192.061,-250.137,-6.267
-0.540,-0.461,0.502,192.679,-250.137,14.420
-0.600,-0.438,0.569,173.412,-250.137,47.466
-0.793,-0.367,0.795,149.473,-250.137,64.298
-0.874,-0.521,0.860,119.802,-250.137,55.504
-0.868,-0.613,0.772,89.519,-250.137,28.977
-0.810,-0.526,0.814,67.679,-250.137,4.198
-0.714,-0.526,0.884,61.061,-250.137,-13.229
-0.543,-0.475,0.964,65.634,-250.137,-25.595
-0.345,-0.455,0.990,75.878,-250.137,-27.336
-0.252,-0.406,0.967,84.321,-250.137,-21.489
-0.182,-0.386,0.893,88.374,-250.137,-11.992
-0.178,-0.334,0.866,89.695,-250.137,-1.015
-0.188,-0.323,0.918,91.992,-250.137,9.160
-0.182,-0.323,1.015,93.763,-250.137,8.405
-0.143,-0.397,1.112,96.878,-250.137,-2.176
0.001,-0.378,1.153,106.244,-250.137,-14.153
0.096,-0.311,1.206,110.779,-250.137,-19.328
0.318,-0.341,1.120,106.710,-250.137,-24.511
0.214,-0.340,1.068,108.565,-250.137,-46.389
0.276,-0.236,0.995,117.527,-250.137,-63.153
0.286,-0.063,0.987,125.473,-250.137,-70.069
0.531,-0.023,1.030,126.359,-250.137,-55.450
0.643,-0.012,1.178,114.473,-250.137,-25.878
0.740,-0.052,1.180,91.527,-250.137,-0.229
0.748,-0.077,1.089,75.023,-250.137,7.710
0.736,-0.072,0.948,72.687,-250.137,2.496
0.608,-0.052,0.894,72.947,-250.137,-11.557
0.474,-0.147,0.711,68.046,-250.137,-32.756
0.422,-0.135,0.594,65.740,-250.137,-67.756
0.552,-0.113,0.419,60.916,-250.137,-104.725
0.782,0.025,0.285,53.458,-250.137,-135.038
1.046,0.135,0.224,47.130,-250.137,-144.305
1.296,0.262,0.178,45.779,-234.206,-124.962
1.205,0.304,0.250,56.183,-250.137,-90.641
1.120,0.217,0.258,72.969,-250.137,-60.802
1.027,0.168,0.267,90.145,-250.137,-44.435
0.870,0.171,0.215,100.046,-250.137,-42.145
0.822,0.212,0.177,102.427,-250.137,-44.985
0.818,0.224,0.149,99.366,-206.740,-40.450
0.850,0.226,0.078,82.588,-183.336,-26.366
0.910,0.255,0.024,64.374,-155.794,-21.725
0.922,0.230,0.098,52.038,-136.046,-16.847
0.953,0.282,0.162,48.168,-132.611,-16.229
1.024,0.275,0.123,33.290,-135.321,-2.458
1.030,0.155,-0.051,19.069,-112.565,9.183
0.829,0.201,0.020,9.160,-92.832,27.794
0.806,0.195,-0.103,-3.374,-94.634,35.824
0.830,0.212,-0.182,-7.992,-78.672,40.038
0.880,0.125,-0.250,-1.420,-44.908,56.359
0.947,0.096,-0.275,13.298,5.603,78.588
0.993,0.134,-0.295,35.954,61.160,96.908
0.927,0.114,-0.314,48.115,104.076,116.527
0.861,0.062,-0.375,52.038,154.420,131.702
0.720,-0.022,-0.325,44.847,219.550,132.473
0.644,-0.091,-0.184,29.641,246.939,125.656
0.603,-0.085,-0.051,14.649,167.962,110.450
0.772,-0.189,-0.033,23.061,96.153,94.305
0.956,-0.223,-0.001,38.573,89.382,87.137
1.072,-0.107,0.089,37.221,91.573,87.382
1.098,-0.139,0.119,28.542,51.534,90.718
1.098,-0.165,0.211,25.061,16.412,89.145
1.124,-0.120,0.247,21.099,16.977,81.053
1.165,-0.189,0.292,10.893,-1.427,67.344
1.206,-0.189,0.249,-6.817,-15.901,66.290
1.218,-0.194,0.133,-24.038,-21.641,75.183
1.194,-0.244,-0.096,-27.183,-1.473,92.550
1.177,-0.355,-0.167,-15.137,56.565,109.443
1.035,-0.391,-0.076,-2.267,111.679,119.336
0.849,-0.438,-0.043,5.084,145.687,116.397
0.699,-0.505,0.067,12.618,170.481,101.786
0.680,-0.507,0.155,12.679,216.534,83.176
0.648,-0.436,0.176,-1.710,250.130,67.992
0.543,-0.467,0.256,-18.992,250.130,58.397
0.628,-0.606,0.241,-29.382,250.130,61.397
0.428,-0.724,0.515,-49.824,250.130,49.198
0.505,-0.625,0.322,-58.275,250.130,52.901
0.462,-0.487,0.359,-47.931,250.130,40.878
0.543,-0.472,0.435,-16.038,250.130,45.634
0.521,-0.312,0.472,28.290,250.130,61.809
0.317,-0.353,0.695,58.679,250.130,73.893
0.117,-0.484,1.000,66.542,250.130,94.962
-0.080,-0.414,1.148,59.901,250.130,106.206
-0.414,-0.432,1.274,31.649,250.130,99.885
-0.633,-0.447,1.281,5.969,250.130,82.924
-0.743,-0.471,1.244,-14.420,250.130,65.374
-0.665,-0.444,1.065,-21.893,250.130,58.313
-0.580,-0.464,0.856,-1.626,250.130,59.450
-0.658,-0.447,0.753,25.328,250.130,69.374
-0.755,-0.412,0.744,44.595,250.130,82.580
-0.902,-0.436,0.781,54.099,250.130,92.450
-1.065,-0.406,0.873,44.038,250.130,95.443
-1.174,-0.353,0.853,26.878,250.130,92.107
-1.334,-0.311,0.864,7.344,250.130,78.992
-1.307,-0.324,0.770,-15.214,250.130,77.427
-1.479,-0.253,0.534,-23.366,250.130,62.069
-1.592,-0.299,0.334,-6.443,250.130,37.634
-1.481,-0.254,0.300,0.450,199.435,21.275
-1.401,-0.289,0.119,3.504,185.733,17.069
-1.417,-0.288,0.036,4.893,191.321,10.718
-1.377,-0.303,0.028,-0.344,213.885,-1.702
-1.320,-0.307,-0.017,-10.305,244.939,-13.855
-1.280,-0.336,0.006,-24.756,250.130,-22.863
-1.240,-0.307,-0.066,-40.672,250.130,-32.763
-1.163,-0.287,-0.156,-51.527,234.824,-37.176
-1.065,-0.250,-0.363,-49.313,199.099,-33.885
-1.093,-0.362,-0.465,-26.786,170.565,-36.710
-1.067,-0.340,-0.466,-3.374,148.702,-41.038
-1.075,-0.339,-0.425,18.710,155.534,-51.000
-1.109,-0.307,-0.337,25.122,160.710,-64.107
-1.067,-0.322,-0.343,19.863,163.580,-82.977
-0.898,-0.263,-0.319,10.092,168.603,-95.626
-0.752,-0.287,-0.307,-2.015,156.542,-92.366
-0.673,-0.291,-0.398,-9.718,158.763,-76.496
-0.714,-0.309,-0.431,-13.779,172.557,-62.450
-0.711,-0.377,-0.501,-14.206,193.221,-56.832
-0.657,-0.344,-0.511,-18.481,205.443,-50.542
-0.711,-0.381,-0.428,-24.153,201.031,-40.076
-0.740,-0.415,-0.523,-21.794,185.901,-34.450
-0.769,-0.385,-0.511,-34.832,207.672,-40.206
-0.660,-0.427,-0.637,-24.130,184.084,-47.000
-0.649,-0.499,-0.579,-18.733,157.695,-51.168
-0.531,-0.417,-0.683,-7.420,139.527,-48.679
-0.528,-0.420,-0.669,3.611,117.588,-45.595
-0.520,-0.433,-0.687,13.679,96.779,-43.366
-0.468,-0.432,-0.718,23.008,83.794,-42.824
-0.450,-0.430,-0.702,29.443,81.870,-42.191
-0.464,-0.434,-0.666,28.710,83.977,-42.099
-0.462,-0.392,-0.696,24.336,88.366,-43.695
-0.386,-0.448,-0.664,23.313,96.397,-48.466
-0.325,-0.392,-0.653,19.420,81.977,-50.183
-0.249,-0.399,-0.667,20.977,69.458,-45.924
-0.190,-0.387,-0.663,23.863,59.321,-38.359
-0.109,-0.403,-0.615,27.290,46.718,-30.664
-0.074,-0.396,-0.555,28.397,24.855,-20.664
-0.070,-0.385,-0.601,27.771,-8.748,-8.733
-0.077,-0.385,-0.637,31.893,-33.229,4.458
-0.118,-0.383,-0.650,37.893,-45.687,17.412
-0.174,-0.350,-0.586,41.489,-58.351,28.244
-0.109,-0.351,-0.542,47.229,-72.176,31.519
-0.170,-0.411,-0.537,54.137,-106.053,38.458
-0.180,-0.433,-0.586,62.092,-149.855,47.168
-0.275,-0.413,-0.567,69.382,-199.466,62.534
-0.361,-0.419,-0.539,78.618,-241.947,77.053
-0.476,-0.461,-0.502,94.115,-250.137,83.649
-0.675,-0.487,-0.446,107.702,-236.168,83.939
-0.716,-0.464,-0.374,116.496,-181.863,80.924
-0.725,-0.481,-0.251,118.450,-149.321,67.595
-0.651,-0.415,-0.206,113.031,-158.595,43.237
-0.580,-0.382,-0.197,110.954,-187.756,11.954
-0.596,-0.502,-0.216,112.969,-243.802,-9.183
-0.606,-0.563,-0.207,120.824,-250.137,-19.641
-0.652,-0.578,-0.153,138.794,-250.137,-22.809
-0.698,-0.618,-0.002,167.588,-250.137,-19.466
-0.738,-0.661,0.135,198.618,-250.137,-17.718
-0.702,-0.656,0.257,223.244,-250.137,-20.336
-0.653,-0.646,0.297,240.137,-250.137,-27.977
-0.567,-0.509,0.115,226.809,-250.137,-25.748
-0.611,-0.512,0.483,186.855,-250.137,-13.412
-0.552,-0.562,0.368,159.969,-250.137,1.588
-0.684,-0.579,0.708,143.229,-250.137,10.275
-0.689,-0.545,0.846,128.710,-250.137,12.420
-0.566,-0.522,0.839,115.779,-250.137,13.344
-0.470,-0.523,0.766,100.992,-250.137,16.282
-0.492,-0.522,0.841,92.084,-250.137,21.985
-0.459,-0.538,0.662,93.328,-250.137,22.710
-0.510,-0.555,0.723,106.977,-250.137,17.885
-0.457,-0.552,0.749,124.145,-250.137,7.588
-0.292,-0.523,0.648,139.168,-250.137,-5.916
-0.218,-0.483,0.803,141.908,-250.137,-17.046
-0.061,-0.367,0.865,139.290,-250.137,-23.336
0.003,-0.377,1.145,133.412,-250.137,-26.626
0.139,-0.308,1.069,118.756,-250.137,-21.840
0.126,-0.344,1.244,101.351,-250.137,-14.092
0.172,-0.388,1.181,82.115,-250.137,-14.824
0.235,-0.356,1.010,68.870,-250.137,-23.756
