ax,ay,az,gx,gy,gz
0.466,-0.868,0.200,53.015,250.130,125.008
0.412,-0.896,0.205,43.153,250.130,134.099
0.417,-0.763,0.135,39.779,250.130,135.160
0.374,-0.713,0.094,47.718,250.130,134.580
0.343,-0.783,0.061,68.374,250.130,130.481
0.276,-0.811,0.200,92.802,250.130,126.206
0.244,-0.859,0.412,112.046,250.130,133.450
0.266,-0.783,0.521,118.092,250.130,146.229
0.184,-0.634,0.630,107.015,250.130,159.198
0.209,-0.646,0.754,99.893,250.130,165.046
-0.089,-0.619,0.893,81.069,250.130,177.611
-0.365,-0.707,0.827,62.000,250.130,162.473
-0.446,-0.702,0.729,52.786,250.130,140.473
-0.515,-0.729,0.715,45.176,250.130,122.229
-0.628,-0.759,0.751,33.053,250.130,108.450
-0.612,-0.849,0.666,24.855,250.130,96.511
-0.564,-0.830,0.668,27.252,250.130,90.206
-0.601,-0.776,0.656,31.748,250.130,87.115
-0.768,-0.848,0.639,30.664,250.130,75.947
-0.872,-0.846,0.592,26.855,250.130,56.725
-0.812,-0.844,0.548,33.359,250.130,42.000
-0.778,-0.848,0.551,43.954,250.130,17.855
-0.745,-0.837,0.580,55.061,250.130,9.466
-0.689,-0.815,0.651,57.282,250.130,4.679
-0.704,-0.831,0.780,49.863,173.656,-9.908
-0.562,-0.861,0.655,41.626,79.130,-20.305
-0.411,-0.783,0.547,36.733,82.611,-12.420
-0.427,-0.714,0.453,32.969,131.840,-1.710
-0.551,-0.753,0.425,29.252,150.084,8.924
-0.606,-0.743,0.371,27.855,142.863,9.229
-0.649,-0.846,0.402,35.382,111.290,6.427
-0.601,-0.680,0.402,52.176,49.931,-2.290
-0.535,-0.745,0.381,64.947,-13.931,-9.405
-0.547,-0.755,0.411,76.260,-58.802,-17.366
-0.577,-0.763,0.494,79.046,-83.802,-22.672
-0.549,-0.728,0.575,69.298,-89.802,-29.000
-0.523,-0.694,0.616,53.763,-95.137,-31.427
-0.516,-0.711,0.595,41.481,-101.664,-30.061
-0.531,-0.746,0.569,35.389,-119.710,-26.916
-0.544,-0.743,0.547,37.214,-161.107,-24.687
-0.581,-0.771,0.493,48.573,-171.748,-29.214
-0.656,-0.775,0.534,59.313,-138.634,-37.718
-0.603,-0.767,0.586,57.069,-69.489,-44.863
-0.604,-0.763,0.717,40.481,2.611,-42.321
-0.616,-0.768,0.767,15.427,28.908,-34.008
-0.568,-0.747,0.718,-7.290,20.290,-25.779
-0.566,-0.747,0.612,-19.023,7.763,-22.290
-0.550,-0.708,0.498,-17.634,12.069,-22.252
-0.527,-0.705,0.426,-9.878,30.092,-20.031
-0.489,-0.699,0.374,2.046,44.282,-9.107
-0.458,-0.702,0.326,12.985,47.107,-4.740
-0.460,-0.694,0.373,27.389,29.931,2.687
-0.437,-0.670,0.450,44.244,0.519,11.153
-0.434,-0.662,0.493,55.740,-30.817,16.359
-0.417,-0.645,0.516,59.878,-70.145,19.290
-0.391,-0.644,0.508,61.336,-113.672,21.916
-0.431,-0.697,0.537,67.786,-150.832,23.160
-0.516,-0.698,0.586,76.779,-155.939,18.809
-0.562,-0.691,0.652,77.916,-141.084,8.237
-0.545,-0.678,0.705,69.397,-134.817,-5.359
-0.486,-0.675,0.723,60.794,-149.015,-17.489
-0.376,-0.703,0.706,59.916,-182.969,-23.771
-0.252,-0.734,0.672,69.702,-224.275,-26.420
-0.216,-0.743,0.661,85.336,-250.137,-24.702
-0.244,-0.752,0.666,102.649,-250.137,-25.191
-0.292,-0.773,0.766,112.076,-250.137,-29.802
-0.354,-0.703,0.877,116.603,-250.137,-39.328
-0.455,-0.754,1.031,110.695,-250.137,-56.947
-0.519,-0.683,1.144,97.504,-250.137,-87.565
-0.532,-0.696,1.142,74.458,-250.137,-129.046
-0.432,-0.649,1.027,51.061,-250.137,-177.176
-0.249,-0.540,0.768,36.718,-250.137,-219.267
-0.056,-0.540,0.632,32.992,-250.137,-250.137
0.195,-0.585,0.443,42.122,-250.137,-250.137
0.537,-0.581,0.265,62.489,-250.137,-250.137
0.844,-0.595,0.257,81.412,-250.137,-240.672
0.981,-0.575,0.267,89.817,-250.137,-200.908
1.034,-0.506,0.235,85.794,-250.137,-168.000
1.036,-0.452,0.209,69.817,-250.137,-145.939
1.152,-0.328,0.081,52.176,-250.137,-132.725
1.177,-0.318,-0.077,47.473,-238.053,-120.420
1.121,-0.301,-0.158,60.366,-203.725,-104.802
1.194,-0.357,-0.281,86.565,-166.282,-102.099
0.923,-0.281,-0.106,112.588,-151.565,-108.244
0.825,-0.220,-0.071,134.794,-142.336,-129.679
0.765,-0.112,-0.042,148.107,-109.168,-153.916
0.758,-0.069,-0.150,159.489,-46.130,-174.573
0.602,-0.044,-0.170,182.282,21.023,-194.641
0.573,0.118,-0.054,201.191,60.435,-217.282
0.792,0.405,-0.055,210.649,84.412,-232.756
0.928,0.449,0.059,233.107,99.053,-236.412
0.988,0.510,0.349,250.130,97.260,-223.466
0.937,0.520,0.488,246.313,115.015,-206.840
0.791,0.509,0.568,217.366,126.878,-205.947
0.591,0.497,0.518,197.237,142.908,-216.244
0.504,0.462,0.697,188.458,161.435,-226.244
0.567,0.521,0.877,167.038,206.840,-237.557
0.577,0.560,1.059,127.824,250.130,-246.916
0.581,0.553,1.223,82.267,250.130,-250.137
0.584,0.655,1.373,40.076,250.130,-250.137
0.599,0.818,1.352,-1.252,250.130,-250.137
0.609,0.816,1.313,-32.473,250.130,-250.137
0.596,0.833,1.304,-54.702,250.130,-250.137
0.620,0.902,1.272,-73.221,250.130,-250.137
0.664,0.923,1.243,-83.847,250.130,-250.137
0.703,0.953,1.273,-87.069,250.130,-250.137
0.744,0.921,1.310,-93.351,244.252,-250.137
0.745,0.875,1.310,-102.763,209.992,-249.824
0.726,0.855,1.354,-112.061,164.992,-227.443
0.720,0.833,1.334,-127.328,141.145,-204.939
0.613,0.800,1.302,-142.496,139.748,-182.794
0.445,0.754,1.240,-154.908,150.458,-165.595
0.213,0.701,1.223,-161.786,158.191,-155.580
0.153,0.673,1.191,-170.588,163.885,-155.893
0.000,0.594,1.202,-178.618,169.435,-151.985
0.083,0.566,1.200,-189.229,165.496,-157.771
0.014,0.481,1.140,-198.794,171.427,-155.099
-0.143,0.365,1.073,-204.038,170.977,-150.321
-0.343,0.366,0.987,-204.863,171.550,-150.954
-0.598,0.325,0.987,-199.450,174.748,-173.824
-0.705,0.304,1.060,-197.618,165.679,-204.496
-0.648,0.296,1.083,-201.015,158.565,-234.221
-0.490,0.347,1.069,-207.969,160.824,-250.137
-0.415,0.323,1.017,-210.427,169.221,-250.137
-0.421,0.300,0.981,-204.847,181.908,-250.137
-0.520,0.232,1.060,-196.000,201.336,-250.137
-0.591,0.248,1.174,-196.931,225.435,-250.137
-0.552,0.279,1.102,-206.893,250.130,-250.137
-0.461,0.260,0.979,-212.924,250.130,-250.137
-0.390,0.090,0.927,-205.389,250.130,-250.137
-0.282,-0.102,0.858,-197.084,250.130,-250.137
-0.121,-0.199,0.816,-193.656,250.130,-250.137
0.067,-0.280,0.576,-190.099,250.130,-231.336
0.063,-0.454,0.387,-170.489,250.130,-195.725
-0.040,-0.582,0.325,-144.122,250.130,-152.924
-0.125,-0.591,0.244,-127.107,250.130,-109.672
-0.332,-0.669,0.142,-116.542,250.130,-82.214
-0.592,-0.616,0.030,-112.221,250.130,-74.672
-0.840,-0.656,-0.151,-104.725,240.947,-75.298
-0.889,-0.650,-0.300,-88.893,194.061,-77.237
-0.782,-0.646,-0.378,-61.908,169.809,-74.672
-0.674,-0.641,-0.222,-24.061,152.168,-60.107
-0.548,-0.753,0.004,12.992,105.649,-37.695
-0.428,-0.712,0.135,30.573,30.542,-7.634
-0.461,-0.632,0.203,38.145,-62.588,36.855
-0.661,-0.624,0.215,50.565,-145.832,78.672
-0.924,-0.606,0.256,62.244,-216.649,99.389
-1.072,-0.540,0.289,70.252,-250.137,101.443
-1.038,-0.538,0.402,81.733,-250.137,90.229
-0.837,-0.488,0.483,89.458,-250.137,72.382
-0.478,-0.480,0.458,95.672,-250.137,72.702
-0.174,-0.485,0.398,116.099,-250.137,105.496
-0.021,-0.386,0.416,151.115,-250.137,162.412
-0.189,-0.362,0.499,194.214,-250.137,216.527
-0.429,-0.208,0.716,222.992,-250.137,249.328
-0.607,-0.177,0.919,227.435,-250.137,250.130
-0.625,-0.168,1.092,225.206,-250.137,250.130
-0.593,-0.052,1.170,220.328,-250.137,249.786
-0.630,0.059,1.170,214.473,-250.137,221.824
-0.454,0.102,1.094,216.344,-250.137,191.740
-0.291,0.122,1.181,225.519,-250.137,163.939
-0.011,0.147,1.326,229.679,-250.137,143.740
0.178,0.278,1.512,225.687,-250.137,138.389
0.251,0.283,1.697,203.939,-250.137,136.740
0.250,0.275,1.853,157.702,-250.137,131.977
0.266,0.302,1.854,94.481,-250.137,120.901
0.375,0.325,1.760,36.954,-250.137,107.718
0.457,0.307,1.590,-14.229,-181.611,96.191
0.493,0.323,1.333,-47.557,-131.733,88.481
0.514,0.257,1.101,-58.588,-112.977,82.992
0.552,0.239,0.906,-46.962,-124.679,78.679
0.660,0.192,0.752,-19.244,-169.237,75.107
0.745,0.173,0.684,17.947,-230.885,71.229
0.802,0.115,0.654,54.634,-250.137,75.351
0.807,0.126,0.663,88.733,-250.137,75.641
0.850,0.197,0.740,112.893,-250.137,65.351
0.945,0.312,0.730,124.053,-250.137,44.443
1.089,0.288,0.768,115.969,-250.137,27.733
1.223,0.324,0.809,90.618,-238.603,25.481
1.233,0.287,0.810,56.832,-151.641,37.389
1.147,0.277,0.646,32.588,-113.122,44.878
1.015,0.274,0.515,28.344,-123.557,43.595
0.905,0.247,0.434,43.802,-153.740,36.985
0.882,0.223,0.359,63.992,-176.985,23.344
0.906,0.192,0.291,74.649,-195.672,3.145
1.018,0.257,0.221,77.626,-204.252,-17.939
1.048,0.250,0.265,79.496,-198.351,-35.710
1.150,0.413,0.328,86.000,-179.985,-60.824
1.265,0.219,0.405,80.550,-176.435,-54.489
1.287,0.206,0.434,70.504,-172.397,-42.321
1.206,0.264,0.444,61.916,-183.458,-35.412
1.166,0.302,0.319,53.786,-187.947,-30.550
1.145,0.188,0.251,49.336,-160.992,-26.458
1.146,0.259,0.166,50.351,-129.794,-22.443
1.118,0.165,0.113,54.511,-115.786,-13.069
1.135,0.212,0.012,57.061,-106.046,-7.122
1.141,0.244,-0.003,63.458,-99.565,-5.427
1.169,0.195,0.017,72.130,-125.076,-3.534
1.227,0.217,0.073,75.588,-150.214,1.618
1.245,0.217,0.101,67.115,-169.405,3.664
1.229,0.269,0.070,44.969,-183.679,5.489
1.199,0.159,0.035,21.260,-202.382,19.183
1.150,0.157,-0.170,8.794,-178.038,21.084
1.121,0.240,-0.218,12.588,-152.595,19.221
1.134,0.162,-0.307,24.275,-141.084,20.252
1.130,0.152,-0.313,42.519,-150.481,24.641
1.147,0.216,-0.322,61.344,-154.130,27.878
1.108,0.185,-0.232,74.679,-160.427,32.519
1.109,0.110,-0.141,80.496,-162.214,40.534
1.080,0.115,-0.087,75.153,-159.824,49.221
1.031,0.131,-0.072,66.260,-148.466,55.802
0.974,0.172,0.028,59.015,-151.328,58.870
0.956,0.269,-0.097,44.336,-161.168,63.031
0.909,0.060,-0.198,37.260,-148.962,65.275
0.852,-0.042,-0.054,45.443,-135.321,68.832
0.815,0.061,-0.080,47.794,-138.046,81.618
0.805,-0.022,-0.185,44.237,-124.702,91.511
0.779,-0.033,-0.194,50.015,-99.229,100.160
0.812,-0.013,-0.416,63.695,-68.137,112.832
0.736,0.002,-0.409,81.198,-28.802,127.206
0.617,0.074,-0.391,102.168,14.023,126.511
0.515,-0.097,-0.355,119.107,34.748,121.718
0.490,-0.093,-0.307,134.366,47.481,112.328
0.477,-0.292,-0.166,144.382,59.634,105.962
0.508,-0.281,-0.080,142.786,65.366,94.328
0.589,-0.267,-0.046,129.359,65.321,90.618
0.647,-0.346,-0.022,112.183,67.611,97.053
0.667,-0.287,-0.012,88.053,74.962,104.191
0.607,-0.277,-0.059,65.275,85.099,111.603
0.578,-0.332,-0.121,49.817,101.908,112.756
0.553,-0.419,-0.170,42.031,134.198,114.107
0.587,-0.481,-0.298,37.748,171.000,116.763
0.500,-0.491,-0.321,38.183,200.924,112.275
0.505,-0.502,-0.306,41.214,225.977,101.282
0.623,-0.554,-0.330,48.206,239.496,90.466
0.738,-0.562,-0.323,64.069,250.130,85.527
0.875,-0.614,-0.235,82.771,250.130,89.427
0.878,-0.580,-0.151,96.733,250.130,97.282
0.847,-0.596,-0.018,110.298,250.130,105.122
0.768,-0.633,0.143,109.802,245.893,106.321
0.819,-0.639,0.212,102.389,250.130,104.748
0.882,-0.637,0.299,88.206,250.130,113.908
0.986,-0.603,0.409,74.000,250.130,134.244
0.926,-0.551,0.413,55.038,250.130,155.260
0.625,-0.630,0.409,42.397,250.130,164.244
0.376,-0.743,0.352,46.244,250.130,161.763
0.179,-0.766,0.331,57.435,250.130,146.748
-0.003,-0.744,0.345,72.000,250.130,127.031
-0.094,-0.767,0.317,92.008,250.130,101.160
-0.106,-0.807,0.398,125.840,250.130,69.885
0.069,-0.785,0.589,163.573,250.130,42.137
0.217,-0.726,0.784,189.473,250.130,31.931
0.194,-0.652,1.004,192.588,250.130,33.901
0.146,-0.620,1.110,179.023,250.130,40.176
0.105,-0.543,1.193,149.595,250.130,41.611
0.050,-0.457,1.131,121.977,250.130,39.924
-0.077,-0.545,1.105,103.817,250.130,32.458
-0.149,-0.618,1.029,100.794,250.130,25.344
-0.311,-0.678,1.139,107.153,250.130,21.260
-0.022,-0.574,1.087,118.687,250.130,25.603
-0.077,-0.605,1.020,129.641,250.130,30.695
-0.138,-0.537,1.148,131.069,250.130,40.481
-0.271,-0.512,1.154,127.344,250.130,46.794
-0.345,-0.505,1.287,112.191,250.130,52.634
-0.421,-0.440,1.273,88.107,250.130,62.603
-0.508,-0.486,1.259,58.733,250.130,69.382
-0.619,-0.441,1.106,31.221,250.130,70.267
-0.636,-0.464,1.024,9.145,250.130,70.527
-0.731,-0.458,0.835,-0.504,250.130,74.130
-0.821,-0.519,0.701,-0.679,250.130,70.183
-0.901,-0.579,0.626,16.031,250.130,62.061
-0.900,-0.602,0.551,31.954,250.130,58.672
-0.990,-0.463,0.549,43.794,250.130,55.542
-1.041,-0.417,0.500,42.885,250.130,44.656
-1.053,-0.395,0.427,34.656,250.130,27.321
-1.002,-0.381,0.334,29.542,250.130,14.122
-0.885,-0.345,0.301,32.145,238.840,12.931
-0.853,-0.519,0.332,44.511,184.298,18.573
-0.871,-0.466,0.409,57.183,116.534,20.702
-0.911,-0.402,0.428,61.855,52.351,19.237
-0.947,-0.521,0.396,61.137,43.359,1.351
-0.929,-0.470,0.348,50.260,83.969,-15.710
-0.882,-0.408,0.355,29.931,117.641,-21.115
-0.880,-0.415,0.330,12.794,113.878,-21.153
-0.860,-0.436,0.283,3.321,87.656,-19.221
-0.865,-0.448,0.289,5.542,50.931,-15.840
-0.944,-0.472,0.390,10.893,-7.000,-13.779
-0.972,-0.433,0.489,8.969,-104.931,-14.565
-0.951,-0.426,0.427,6.237,-201.473,-18.206
-0.935,-0.485,0.423,12.137,-250.137,-25.321
-1.117,-0.472,0.502,24.290,-250.137,-40.901
-1.212,-0.403,0.650,39.160,-250.137,-65.794
-1.187,-0.463,0.724,42.901,-250.137,-103.122
-1.048,-0.466,0.777,36.969,-250.137,-135.588
-0.932,-0.474,0.839,22.176,-250.137,-156.313
-0.803,-0.500,0.838,9.183,-250.137,-169.824
-0.648,-0.510,0.798,0.977,-250.137,-177.115
-0.490,-0.465,0.750,5.214,-250.137,-176.405
-0.304,-0.504,0.689,14.924,-250.137,-170.206
-0.182,-0.541,0.677,26.466,-250.137,-162.092
-0.097,-0.499,0.649,39.527,-250.137,-153.076
-0.011,-0.498,0.789,51.038,-250.137,-150.656
